image_path,title,popularity,release_date,image_height,image_width
filtered_posters1/poster_49.jpg,Amigos,269.001,2023-02-10,750,500
filtered_posters1/poster_50.jpg,Guardians of the Galaxy Vol. 3,278.161,2023-05-03,750,500
filtered_posters1/poster_51.jpg,It Lives Inside,266.115,2023-09-06,750,500
filtered_posters1/poster_52.jpg,My Fault,263.963,2023-06-08,750,500
filtered_posters1/poster_53.jpg,Don't Look Away,258.19,2023-09-01,750,500
filtered_posters1/poster_54.jpg,Heart of Stone,257.526,2023-08-09,750,500
filtered_posters1/poster_55.jpg,Appendage,250.304,2023-03-11,750,500
filtered_posters1/poster_56.jpg,Teenage Mutant Ninja Turtles: Mutant Mayhem,254.841,2023-07-31,750,500
filtered_posters1/poster_57.jpg,Strays,249.594,2023-08-17,750,500
filtered_posters1/poster_58.jpg,Mondocane,249.443,2021-09-03,750,500
filtered_posters1/poster_59.jpg,The Black Book,246.957,2023-09-22,750,500
filtered_posters1/poster_60.jpg,Avatar: The Way of Water,247.406,2022-12-14,750,500
filtered_posters1/poster_61.jpg,Just Super,238.823,2022-09-30,750,500
filtered_posters1/poster_62.jpg,Puss in Boots: The Last Wish,233.476,2022-12-07,750,500
filtered_posters1/poster_63.jpg,Detective Conan: Black Iron Submarine,233.192,2023-04-14,750,500
filtered_posters1/poster_64.jpg,Ogre,232.016,2022-04-20,750,500
filtered_posters1/poster_65.jpg,Insidious: The Red Door,228.996,2023-07-05,750,500
filtered_posters1/poster_66.jpg,Adipurush,230.466,2023-06-16,750,500
filtered_posters1/poster_67.jpg,Make Me Scream,230.311,2023-10-02,750,500
filtered_posters1/poster_68.jpg,Two Of A Kind,226.513,2022-09-28,750,500
filtered_posters1/poster_69.jpg,The Equalizer,223.155,2014-09-24,750,500
filtered_posters1/poster_70.jpg,The Creator,223.103,2023-09-27,750,500
filtered_posters1/poster_71.jpg,Fair Play,211.821,2023-09-28,750,500
filtered_posters1/poster_72.jpg,"Scooby-Doo! And Krypto, Too!",206.625,2023-09-26,750,500
filtered_posters1/poster_73.jpg,Monster Inside: America's Most Extreme Haunted House,199.411,2023-10-12,750,500
filtered_posters1/poster_74.jpg,One Piece Film Red,196.996,2022-08-06,750,500
filtered_posters1/poster_75.jpg,"Ruby Gillman, Teenage Kraken",196.004,2023-06-28,750,500
filtered_posters1/poster_76.jpg,Mavka: The Forest Song,194.396,2023-03-02,750,500
filtered_posters1/poster_77.jpg,The Flood,191.371,2023-07-14,750,500
filtered_posters1/poster_78.jpg,No Hard Feelings,188.787,2023-06-15,750,500
filtered_posters1/poster_79.jpg,Spy Kids: Armageddon,186.382,2023-09-22,750,500
filtered_posters1/poster_80.jpg,Resident Evil: Death Island,186.062,2023-06-22,750,500
filtered_posters1/poster_81.jpg,The Last Voyage of the Demeter,185.094,2023-08-09,750,500
filtered_posters1/poster_82.jpg,"Miraculous: Ladybug & Cat Noir, The Movie",182.087,2023-07-05,750,500
filtered_posters1/poster_83.jpg,Top Gun: Maverick,181.654,2022-05-24,750,500
filtered_posters1/poster_84.jpg,Dark Harvest,181.619,2023-10-11,750,500
filtered_posters1/poster_85.jpg,Finding Steve McQueen,175.665,2019-03-15,750,500
filtered_posters1/poster_86.jpg,Spider-Man: No Way Home,178.162,2021-12-15,750,500
filtered_posters1/poster_87.jpg,Warhorse One,174.908,2023-06-30,750,500
filtered_posters1/poster_88.jpg,Cats in the Museum,175.212,2023-03-23,750,500
filtered_posters1/poster_89.jpg,Sisu,172.368,2023-01-27,750,500
filtered_posters1/poster_90.jpg,A Deadly Invitation,169.776,2023-10-06,750,500
filtered_posters1/poster_91.jpg,The Pope's Exorcist,169.625,2023-04-05,750,500
filtered_posters1/poster_92.jpg,Guy Ritchie's The Covenant,169.526,2023-04-19,750,500
filtered_posters1/poster_93.jpg,The Conference,166.984,2023-10-13,750,500
filtered_posters1/poster_94.jpg,Heist 88,167.279,2023-09-29,750,500
filtered_posters1/poster_95.jpg,Scream VI,166.343,2023-03-08,750,500
filtered_posters1/poster_96.jpg,Jikirag,165.941,2022-09-02,750,500
filtered_posters1/poster_97.jpg,Avengers: Infinity War,165.451,2018-04-25,750,500
filtered_posters1/poster_98.jpg,Knights of the Zodiac,164.398,2023-04-27,750,500
filtered_posters1/poster_99.jpg,Rick and Morty: The Great Yokai Battle of Akihabara,162.36,2021-10-11,750,500
filtered_posters1/poster_100.jpg,Zack Snyder's Justice League,160.646,2021-03-18,750,500
filtered_posters1/poster_101.jpg,Lost in the Stars,161.337,2023-06-22,750,500
filtered_posters1/poster_102.jpg,Ant-Man and the Wasp: Quantumania,160.504,2023-02-15,750,500
filtered_posters1/poster_103.jpg,Angela,160.079,2023-09-07,750,500
filtered_posters1/poster_104.jpg,Extraction 2,160.386,2023-06-09,750,500
filtered_posters1/poster_105.jpg,The Nun,155.728,2018-09-05,750,500
filtered_posters1/poster_106.jpg,Encanto,156.685,2021-10-13,750,500
filtered_posters1/poster_107.jpg,The Tomorrow War,155.366,2021-09-03,750,500
filtered_posters1/poster_108.jpg,Creed III,152.434,2023-03-01,750,500
filtered_posters1/poster_109.jpg,The Seven Deadly Sins: Grudge of Edinburgh Part 2,151.76,2023-08-08,750,500
filtered_posters1/poster_110.jpg,Black Panther: Wakanda Forever,150.496,2022-11-09,750,500
filtered_posters1/poster_111.jpg,M3GAN,149.404,2022-12-28,750,500
filtered_posters1/poster_112.jpg,Evil Dead Rise,150.134,2023-04-12,750,500
filtered_posters1/poster_113.jpg,After Ever Happy,150.078,2022-08-24,750,500
filtered_posters1/poster_114.jpg,After,149.386,2019-04-11,750,500
filtered_posters1/poster_115.jpg,Rage,147.721,2023-06-03,750,500
filtered_posters1/poster_116.jpg,Shortcomings,147.519,2023-08-04,750,500
filtered_posters1/poster_117.jpg,Special Delivery,147.508,2022-01-12,750,500
filtered_posters1/poster_118.jpg,Freestyle,147.203,2023-09-13,750,500
filtered_posters1/poster_119.jpg,The Conjuring: The Devil Made Me Do It,146.973,2021-05-25,750,500
filtered_posters1/poster_120.jpg,Hidden Strike,147.475,2023-07-06,750,500
filtered_posters1/poster_121.jpg,Hypnotic,146.912,2023-05-11,750,500
filtered_posters1/poster_122.jpg,El hombre del saco,146.349,2023-08-11,750,500
filtered_posters1/poster_123.jpg,The Burial,146.343,2023-10-06,750,500
filtered_posters1/poster_124.jpg,After We Fell,146.027,2021-09-01,750,500
filtered_posters1/poster_125.jpg,Ghost in the Shell: SAC_2045 Sustainable War,145.939,2021-12-21,750,500
filtered_posters1/poster_126.jpg,Murder City,145.271,2023-06-29,750,500
filtered_posters1/poster_127.jpg,The Equalizer 2,145.198,2018-07-19,750,500
filtered_posters1/poster_128.jpg,Stalker,143.022,2020-08-31,750,500
filtered_posters1/poster_129.jpg,Me Vuelves Loca,142.073,2023-09-07,750,500
filtered_posters1/poster_130.jpg,Mojave Diamonds,141.503,2023-08-24,750,500
filtered_posters1/poster_131.jpg,The Rat Catcher,138.658,2023-09-29,750,500
filtered_posters1/poster_132.jpg,Dungeons & Dragons: Honor Among Thieves,140.138,2023-03-23,750,500
filtered_posters1/poster_133.jpg,Bottoms,137.325,2023-08-25,750,500
filtered_posters1/poster_134.jpg,A Really Haunted Loud House,137.483,2023-09-28,750,500
filtered_posters1/poster_135.jpg,Shazam! Fury of the Gods,139.808,2023-03-15,750,500
filtered_posters1/poster_136.jpg,Legacy Peak,136.123,2022-09-22,750,500
filtered_posters1/poster_137.jpg,Mob Land,135.101,2023-08-04,750,500
filtered_posters1/poster_138.jpg,Poison,134.602,2023-09-30,750,500
filtered_posters1/poster_139.jpg,Reptile,134.093,2023-09-29,750,500
filtered_posters1/poster_140.jpg,Epic Tails,134.465,2023-01-25,750,500
filtered_posters1/poster_141.jpg,The Hummingbird,133.35,2022-10-14,750,500
filtered_posters1/poster_142.jpg,TAYLOR SWIFT | THE ERAS TOUR,133.912,2023-10-12,750,500
filtered_posters1/poster_143.jpg,San Andreas,127.299,2015-05-27,750,500
filtered_posters1/poster_144.jpg,Dog,127.239,2022-02-17,750,500
filtered_posters1/poster_145.jpg,Mira,127.058,2022-12-22,750,500
filtered_posters1/poster_146.jpg,Soulcatcher,126.467,2023-08-02,750,500
filtered_posters1/poster_147.jpg,After We Collided,124.487,2020-09-02,750,500
filtered_posters1/poster_148.jpg,Black Adam,124.158,2022-10-19,750,500
filtered_posters1/poster_149.jpg,War of the Worlds : The Attack,124.471,2023-04-21,750,500
filtered_posters1/poster_150.jpg,I Am Rage,123.781,2023-09-14,750,500
filtered_posters1/poster_151.jpg,El Conde,123.14,2023-09-08,750,500
filtered_posters1/poster_152.jpg,Fall,121.466,2022-08-11,750,500
filtered_posters1/poster_153.jpg,Awareness,120.47,2023-03-16,750,500
filtered_posters1/poster_154.jpg,Black Clover: Sword of the Wizard King,121.392,2023-06-16,750,500
filtered_posters1/poster_155.jpg,Cobweb,120.444,2023-07-19,750,500
filtered_posters1/poster_156.jpg,Jurassic World Dominion,119.426,2022-06-01,750,500
filtered_posters1/poster_157.jpg,La Leyenda de los Chaneques,119.907,2023-07-14,750,500
filtered_posters1/poster_158.jpg,Doraemon: Nobita's Sky Utopia,120.405,2023-03-03,750,500
filtered_posters1/poster_159.jpg,Paydirt,119.232,2020-08-07,750,500
filtered_posters1/poster_160.jpg,Mortal Kombat Legends: Scorpion's Revenge,118.223,2020-04-12,750,500
filtered_posters1/poster_161.jpg,The Boogeyman,117.93,2023-05-31,750,500
filtered_posters1/poster_162.jpg,Avengers: Endgame,117.323,2019-04-24,750,500
filtered_posters1/poster_163.jpg,The Great Arms Robbery,116.22,2022-04-09,750,500
filtered_posters1/poster_164.jpg,Prey,115.412,2022-08-02,750,500
filtered_posters1/poster_165.jpg,Til Death Do Us Part,115.701,2023-08-03,750,500
filtered_posters1/poster_166.jpg,PAW Patrol: The Movie,115.423,2021-08-09,750,500
filtered_posters1/poster_167.jpg,Forgotten Love,114.9,2023-09-27,750,500
filtered_posters1/poster_168.jpg,Mon héroïne,114.534,2022-12-14,750,500
filtered_posters1/poster_169.jpg,Jagun Jagun,114.448,2023-08-10,750,500
filtered_posters1/poster_170.jpg,Love Is in the Air,113.787,2023-09-28,750,500
filtered_posters1/poster_171.jpg,Sonic the Hedgehog 2,114.432,2022-04-08,750,500
filtered_posters1/poster_172.jpg,Terminator Genisys,111.594,2015-06-23,750,500
filtered_posters1/poster_173.jpg,The Maze Runner,111.959,2014-09-10,750,500
filtered_posters1/poster_174.jpg,Suzume,111.079,2022-11-11,750,500
filtered_posters1/poster_175.jpg,The Magic Flute,110.521,2022-09-30,750,500
filtered_posters1/poster_176.jpg,Doctor Strange in the Multiverse of Madness,110.323,2022-05-04,750,500
filtered_posters1/poster_177.jpg,The Batman,109.057,2022-03-01,750,500
filtered_posters1/poster_178.jpg,The Haunted Museum: 3 Ring Inferno,108.331,2022-10-31,750,500
filtered_posters1/poster_179.jpg,Winnie the Pooh: Blood and Honey,108.153,2023-01-27,750,500
filtered_posters1/poster_180.jpg,Justice League: Warworld,107.287,2023-07-25,750,500
filtered_posters1/poster_181.jpg,Spiral: From the Book of Saw,107.042,2021-05-12,750,500
filtered_posters1/poster_182.jpg,Ghosted,107.116,2023-04-18,750,500
filtered_posters1/poster_183.jpg,Hacksaw Ridge,106.328,2016-10-07,750,500
filtered_posters1/poster_184.jpg,Radical,105.368,2023-10-19,750,500
filtered_posters1/poster_185.jpg,Thor: Love and Thunder,106.269,2022-07-06,750,500
filtered_posters1/poster_186.jpg,Scream,104.146,2022-01-12,750,500
filtered_posters1/poster_187.jpg,Creation of the Gods I: Kingdom of Storms,103.881,2023-07-20,750,500
filtered_posters1/poster_188.jpg,Ahasss,103.696,2023-10-13,750,500
filtered_posters1/poster_189.jpg,Shin Kamen Rider,103.319,2023-03-17,750,500
filtered_posters1/poster_190.jpg,The Lion King,103.511,2019-07-12,750,500
filtered_posters1/poster_191.jpg,Trolls Band Together,103.344,2023-10-12,750,500
filtered_posters1/poster_192.jpg,Fifty Shades of Grey,103.059,2015-02-11,750,500
filtered_posters1/poster_193.jpg,Turning Red,103.25,2022-03-10,750,500
filtered_posters1/poster_194.jpg,I Love My Dad,102.283,2022-08-05,750,500
filtered_posters1/poster_195.jpg,The Wonderful Story of Henry Sugar,103.032,2023-09-20,750,500
filtered_posters1/poster_196.jpg,The Hobbit: The Battle of the Five Armies,102.213,2014-12-10,750,500
filtered_posters1/poster_197.jpg,The Darkest Minds,102.204,2018-07-25,750,500
filtered_posters1/poster_198.jpg,Terrifier 2,102.094,2022-10-06,750,500
filtered_posters1/poster_199.jpg,Kaguya-sama: Love Is War -The First Kiss That Never Ends-,101.927,2022-12-17,750,500
filtered_posters1/poster_200.jpg,Me Before You,101.91,2016-06-01,750,500
filtered_posters1/poster_201.jpg,Shadow Master,101.023,2022-11-03,750,500
filtered_posters1/poster_202.jpg,A Haunting in Venice,100.73,2023-09-13,750,500
filtered_posters1/poster_203.jpg,Chef Jack: The Adventurous Cook,100.062,2023-01-19,750,500
filtered_posters1/poster_204.jpg,The Squad: Home Run,99.952,2023-08-25,750,500
filtered_posters1/poster_205.jpg,Mortal Kombat Legends: Battle of the Realms,99.917,2021-08-31,750,500
filtered_posters1/poster_206.jpg,The Devil Conspiracy,99.543,2023-01-13,750,500
filtered_posters1/poster_207.jpg,Spider-Man: Homecoming,98.957,2017-07-05,750,500
filtered_posters1/poster_208.jpg,97 Minutes,98.762,2023-06-09,750,500
filtered_posters1/poster_209.jpg,Girlfriend's Taste 2,97.543,2020-11-13,750,500
filtered_posters1/poster_210.jpg,Terminator: Dark Fate,97.382,2019-10-23,750,500
filtered_posters1/poster_211.jpg,The Monkey King,97.327,2023-08-11,750,500
filtered_posters1/poster_212.jpg,Sword Art Online the Movie -Progressive- Scherzo of Deep Night,95.657,2022-10-22,750,500
filtered_posters1/poster_213.jpg,Heaven in Hell,94.354,2023-02-10,750,500
filtered_posters1/poster_214.jpg,365 Days: This Day,94.053,2022-04-27,750,500
filtered_posters1/poster_215.jpg,Road Trip Hostage,93.947,2023-04-29,750,500
filtered_posters1/poster_216.jpg,The Wolf of Wall Street,93.862,2013-12-25,750,500
filtered_posters1/poster_217.jpg,Dampyr,93.344,2022-10-28,750,500
filtered_posters1/poster_218.jpg,Dragon Ball Super: Super Hero,92.579,2022-06-11,750,500
filtered_posters1/poster_219.jpg,Dune,92.302,2021-09-15,750,500
filtered_posters1/poster_220.jpg,Mission: Impossible - Fallout,91.252,2018-07-13,750,500
filtered_posters1/poster_221.jpg,The Black Demon,91.74,2023-04-26,750,500
filtered_posters1/poster_222.jpg,Heroic,90.757,2023-09-21,750,500
filtered_posters1/poster_223.jpg,Minions: The Rise of Gru,91.236,2022-06-29,750,500
filtered_posters1/poster_224.jpg,Sons of Summer,90.623,2023-07-28,750,500
filtered_posters1/poster_225.jpg,Venom: Let There Be Carnage,90.462,2021-09-30,750,500
filtered_posters1/poster_226.jpg,It Chapter Two,90.121,2019-09-04,750,500
filtered_posters1/poster_227.jpg,The Tutor,90.184,2023-03-24,750,500
filtered_posters1/poster_228.jpg,The Next 365 Days,89.511,2022-08-19,750,500
filtered_posters1/poster_229.jpg,X,88.857,2022-03-17,750,500
filtered_posters1/poster_230.jpg,Your Name.,89.012,2016-08-26,750,500
filtered_posters1/poster_231.jpg,Deadpool,87.656,2016-02-09,750,500
filtered_posters1/poster_232.jpg,Sniper: The White Raven,87.018,2022-05-03,750,500
filtered_posters1/poster_233.jpg,Fury,88.55,2014-10-15,750,500
filtered_posters1/poster_234.jpg,My First Barbie: Happy DreamDay,86.699,2023-02-13,750,500
filtered_posters1/poster_235.jpg,A Trip to Infinity,86.617,2022-09-26,750,500
filtered_posters1/poster_236.jpg,Spider-Man: Into the Spider-Verse,86.217,2018-12-06,750,500
filtered_posters1/poster_237.jpg,The Wonderful World of Mickey Mouse: Steamboat Silly,86.616,2023-07-28,750,500
filtered_posters1/poster_238.jpg,Project Legion,86.123,2022-10-07,750,500
filtered_posters1/poster_239.jpg,SHIROBAKO The Movie,85.954,2020-02-29,750,500
filtered_posters1/poster_240.jpg,Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,86.119,2020-10-16,750,500
filtered_posters1/poster_241.jpg,Big George Foreman,85.148,2023-04-27,750,500
filtered_posters1/poster_242.jpg,Miss Hokusai,85.089,2015-05-09,750,500
filtered_posters1/poster_243.jpg,Cocaine Bear,84.999,2023-02-22,750,500
filtered_posters1/poster_244.jpg,Doctor Strange,85.054,2016-10-25,750,500
filtered_posters1/poster_245.jpg,The Expendables 3,84.085,2014-08-07,750,500
filtered_posters1/poster_246.jpg,Terrifier,83.025,2018-01-25,750,500
filtered_posters1/poster_247.jpg,Plane,82.794,2023-01-12,750,500
filtered_posters1/poster_248.jpg,John Wick: Chapter 2,82.614,2017-02-08,750,500
filtered_posters1/poster_249.jpg,Uncharted,82.794,2022-02-10,750,500
filtered_posters1/poster_250.jpg,In the Fire,82.373,2023-09-14,750,500
filtered_posters1/poster_251.jpg,The Wandering Earth II,82.456,2023-01-22,750,500
filtered_posters1/poster_252.jpg,Joker,82.226,2019-10-01,750,500
filtered_posters1/poster_253.jpg,Shang-Chi and the Legend of the Ten Rings,82.284,2021-09-01,750,500
filtered_posters1/poster_254.jpg,Bernie the Dolphin 2,81.929,2019-12-17,750,500
filtered_posters1/poster_255.jpg,Fear the Night,81.233,2023-07-21,750,500
filtered_posters1/poster_256.jpg,Spirit of Fear,80.838,2023-07-31,750,500
filtered_posters1/poster_257.jpg,Hocus Pocus 2,81.009,2022-09-30,750,500
filtered_posters1/poster_258.jpg,Spider-Man: Far From Home,80.703,2019-06-28,750,500
filtered_posters1/poster_259.jpg,Into the Abyss,80.566,2023-07-06,750,500
filtered_posters1/poster_260.jpg,Scarygirl,80.447,2023-10-05,750,500
filtered_posters1/poster_261.jpg,The Out-Laws,80.034,2023-07-07,750,500
filtered_posters1/poster_262.jpg,All Quiet on the Western Front,79.801,2022-10-07,750,500
filtered_posters1/poster_263.jpg,Cruella,79.688,2021-05-26,750,500
filtered_posters1/poster_264.jpg,Bunker,79.748,2023-09-14,750,500
filtered_posters1/poster_265.jpg,Insidious: The Last Key,79.361,2018-01-03,750,500
filtered_posters1/poster_266.jpg,"The Gangster, the Cop, the Devil",79.678,2019-05-15,750,500
filtered_posters1/poster_267.jpg,A Good Day to Die Hard,78.813,2013-02-06,750,500
filtered_posters1/poster_268.jpg,Killer Book Club,78.807,2023-08-25,750,500
filtered_posters1/poster_269.jpg,A Million Miles Away,78.637,2023-09-08,750,500
filtered_posters1/poster_270.jpg,Desperation Road,78.488,2023-10-19,750,500
filtered_posters1/poster_271.jpg,Babylon 5: The Road Home,78.512,2023-08-15,750,500
filtered_posters1/poster_272.jpg,Infinite,78.215,2021-09-09,750,500
filtered_posters1/poster_273.jpg,Project Wolf Hunting,78.228,2022-09-21,750,500
filtered_posters1/poster_274.jpg,Love Accidentally,77.893,2022-07-15,750,500
filtered_posters1/poster_275.jpg,The Exorcism of God,77.913,2022-03-11,750,500
filtered_posters1/poster_276.jpg,No Accident,77.851,2023-09-29,750,500
filtered_posters1/poster_277.jpg,John Wick: Chapter 3 - Parabellum,77.683,2019-05-15,750,500
filtered_posters1/poster_278.jpg,The Meg,77.687,2018-08-09,750,500
filtered_posters1/poster_279.jpg,Fist of the Condor,77.175,2023-04-04,750,500
filtered_posters1/poster_280.jpg,Green Book,76.116,2018-11-16,750,500
filtered_posters1/poster_281.jpg,Prey for the Devil,75.857,2022-10-23,750,500
filtered_posters1/poster_282.jpg,Bullet Train,75.797,2022-08-03,750,500
filtered_posters1/poster_283.jpg,Godzilla vs. Kong,75.64,2021-03-24,750,500
filtered_posters1/poster_284.jpg,The Curse of Robert the Doll,75.266,2023-10-03,750,500
filtered_posters1/poster_285.jpg,The Last Kingdom: Seven Kings Must Die,75.243,2023-04-14,750,500
filtered_posters1/poster_286.jpg,Incredibles 2,75.167,2018-06-14,750,500
filtered_posters1/poster_287.jpg,Demon Slayer: Kimetsu no Yaiba Sibling's Bond,74.809,2019-03-29,750,500
filtered_posters1/poster_288.jpg,Gabriel's Inferno: Part IV,74.683,2022-03-30,750,500
filtered_posters1/poster_289.jpg,20th Century Girl,74.711,2022-10-06,750,500
filtered_posters1/poster_290.jpg,Fast & Furious Presents: Hobbs & Shaw,74.654,2019-08-01,750,500
filtered_posters1/poster_291.jpg,Zom 100: Bucket List of the Dead,74.425,2023-08-03,750,500
filtered_posters1/poster_292.jpg,Crater,74.265,2023-05-12,750,500
filtered_posters1/poster_293.jpg,The Addams Family 2,73.83,2021-10-01,750,500
filtered_posters1/poster_294.jpg,Ambush,73.645,2023-02-24,750,500
filtered_posters1/poster_295.jpg,Frozen,73.233,2013-11-20,750,500
filtered_posters1/poster_296.jpg,How to Deal with a Heartbreak,73.181,2023-07-06,750,500
filtered_posters1/poster_297.jpg,Sing 2,72.953,2021-12-01,750,500
filtered_posters1/poster_298.jpg,The Hunger Games: Mockingjay - Part 1,72.695,2014-11-19,750,500
filtered_posters1/poster_299.jpg,Knock at the Cabin,72.21,2023-02-01,750,500
filtered_posters1/poster_300.jpg,Kingdom 2: Far and Away,72.76,2022-07-15,750,500
filtered_posters1/poster_301.jpg,Moonfall,72.14,2022-02-03,750,500
filtered_posters1/poster_302.jpg,Deadpool 2,71.825,2018-05-10,750,500
filtered_posters1/poster_303.jpg,Buddy Games: Spring Awakening,71.583,2023-05-19,750,500
filtered_posters1/poster_304.jpg,Everything Everywhere All at Once,71.517,2022-03-24,750,500
filtered_posters1/poster_305.jpg,The Mother,71.444,2023-05-04,750,500
filtered_posters1/poster_306.jpg,Free Guy,71.493,2021-08-11,750,500
filtered_posters1/poster_307.jpg,The Mistress,71.404,2023-07-28,750,500
filtered_posters1/poster_308.jpg,The Amazing Spider-Man 2,71.197,2014-04-16,750,500
filtered_posters1/poster_309.jpg,To Catch a Killer,71.13,2023-04-06,750,500
filtered_posters1/poster_310.jpg,The King's Man,70.994,2021-12-22,750,500
filtered_posters1/poster_311.jpg,Operation Fortune: Ruse de Guerre,70.936,2023-01-04,750,500
filtered_posters1/poster_312.jpg,Get Out,70.558,2017-02-24,750,500
filtered_posters1/poster_313.jpg,Cinderella,70.394,2015-03-06,750,500
filtered_posters1/poster_314.jpg,Beast,70.14,2022-08-11,750,500
filtered_posters1/poster_315.jpg,Mission: Impossible - Rogue Nation,69.575,2015-07-23,750,500
filtered_posters1/poster_316.jpg,Raya and the Last Dragon,69.809,2021-03-03,750,500
filtered_posters1/poster_317.jpg,Ìjọ̀gbọ̀n,69.376,2023-10-13,750,500
filtered_posters1/poster_318.jpg,Furious 7,69.221,2015-04-01,750,500
filtered_posters1/poster_319.jpg,Frozen II,69.087,2019-11-20,750,500
filtered_posters1/poster_320.jpg,Parasite,68.828,2019-05-30,750,500
filtered_posters1/poster_321.jpg,Wrath of Man,68.729,2021-04-22,750,500
filtered_posters1/poster_322.jpg,Remember,68.354,2022-10-26,750,500
filtered_posters1/poster_323.jpg,Goatman,68.187,2023-04-17,750,500
filtered_posters1/poster_324.jpg,Pleasure,68.087,2021-10-08,750,500
filtered_posters1/poster_325.jpg,My Cousin Sister,67.807,2019-06-03,750,500
filtered_posters1/poster_326.jpg,Teenage Mutant Ninja Turtles,67.639,2014-08-07,750,500
filtered_posters1/poster_327.jpg,Big Sur Gay Porn,67.603,2023-06-16,750,500
filtered_posters1/poster_328.jpg,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,67.634,2022-11-25,750,500
filtered_posters1/poster_329.jpg,Monster Hunter,67.552,2020-12-03,750,500
